loss,val_loss
0.6803640723228455,0.6593970656394958
0.6540417075157166,0.6341978311538696
0.6250235438346863,0.6013904213905334
0.5884808897972107,0.5618516206741333
0.5464674830436707,0.5152021646499634
0.502871036529541,0.4672751724720001
0.4501946270465851,0.4140337407588959
0.39840197563171387,0.3594844937324524
0.3496125340461731,0.31311020255088806
0.3083460330963135,0.2733902037143707
0.2772517204284668,0.24459359049797058
0.2504059374332428,0.21650546789169312
0.22767837345600128,0.19874794781208038
0.20991429686546326,0.182382732629776
0.19655464589595795,0.17260095477104187
0.18357130885124207,0.15972107648849487
0.17331378161907196,0.1537303775548935
0.16403041779994965,0.14465418457984924
0.15431135892868042,0.13669084012508392
0.14628523588180542,0.13475921750068665
0.1394420713186264,0.1255943328142166
0.1343672275543213,0.12563854455947876
0.13521379232406616,0.1253398060798645
0.1302311271429062,0.11463352292776108
0.1206003725528717,0.11823982000350952
0.11510210484266281,0.11332905292510986
0.11110393702983856,0.10889932513237
0.1060100644826889,0.10981005430221558
0.1029917299747467,0.10630106925964355
0.09947820752859116,0.10583415627479553
0.09524047374725342,0.10540346056222916
0.09334903955459595,0.10252169519662857
0.09018725156784058,0.101172536611557
0.08721811324357986,0.10584664344787598
0.08701007813215256,0.09789750725030899
0.0821252390742302,0.10472575575113297
0.08036864548921585,0.09778847545385361
0.0823625922203064,0.10520164668560028
0.079434335231781,0.10057356208562851
0.07681043446063995,0.09872201085090637
0.08013692498207092,0.09788250923156738
0.07365761697292328,0.09564416855573654
0.07216176390647888,0.10401159524917603
0.07039051502943039,0.09486935287714005
0.06963333487510681,0.1001836284995079
0.06936223059892654,0.09544876217842102
0.06690651923418045,0.1012062206864357
0.06778638809919357,0.09588959813117981
0.06748662143945694,0.09470269083976746
0.06468703597784042,0.0977921262383461
0.06498970091342926,0.09700103104114532
0.06341934949159622,0.10154777765274048
0.0625830888748169,0.0964234322309494
0.06177893653512001,0.09499328583478928
0.06098268926143646,0.09763750433921814
0.06197251379489899,0.10095909982919693
0.06173618137836456,0.09625283628702164
0.060949504375457764,0.0995694249868393
0.059174444526433945,0.09420447051525116
0.05805324390530586,0.09654802083969116
0.059032928198575974,0.09735201299190521
0.05753457918763161,0.09538740664720535
0.05931064486503601,0.09618058800697327
0.059464823454618454,0.09813377261161804
0.055889226496219635,0.09584719687700272
0.05840124562382698,0.09612838178873062
0.05993923172354698,0.0961349755525589
0.057822782546281815,0.09623835980892181
0.05443805828690529,0.10185977071523666
0.05413815379142761,0.09776970744132996
0.057001497596502304,0.10062912106513977
0.05417691171169281,0.09416131675243378
0.053151536732912064,0.10328665375709534
0.05239277705550194,0.09473700821399689
0.05418272688984871,0.09536173194646835
0.05223598703742027,0.0994066447019577
0.051581088453531265,0.09633099287748337
0.05383889004588127,0.09522417932748795
0.055624958127737045,0.10063613951206207
0.05046237260103226,0.09485805034637451
0.05112619325518608,0.10367663949728012
0.05105135589838028,0.09526117891073227
0.05143919214606285,0.09952855855226517
0.052761636674404144,0.09491772949695587
0.051631633192300797,0.09972365200519562
0.0508972629904747,0.09545017778873444
0.051802858710289,0.10187655687332153
0.05133858695626259,0.10855359584093094
0.05100984126329422,0.10274732112884521
0.05735098198056221,0.09459862858057022
0.05419488623738289,0.10761407762765884
0.05310449376702309,0.10004167258739471
0.05355089530348778,0.10570276528596878
0.049314502626657486,0.10292281210422516
0.048040278255939484,0.10828978568315506
0.04945060610771179,0.0986941009759903
0.047331638634204865,0.10159726440906525
